City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
375,Corinto,37.9407,22.9573,72.41,60,27,4.12,scattered clouds
376,Sawtell,-30.3833,153.1,51.82,87,18,1.14,few clouds
377,Senador Jose Porfirio,-2.5908,-51.9542,80.73,75,98,2.82,overcast clouds
378,Pacific Grove,36.6177,-121.9166,75.54,66,0,8.05,clear sky
379,Kamareddi,18.3167,78.35,85.82,43,99,10.83,overcast clouds
380,Shingu,33.7333,135.9833,65.62,48,100,4.16,overcast clouds
381,Mnogovershinnyy,53.9353,139.9242,48.27,69,100,3.11,overcast clouds
382,Kruisfontein,-34.0033,24.7314,50.88,75,5,8.19,clear sky
383,Camacha,33.0833,-16.3333,65.62,68,40,11.5,scattered clouds
384,Mahon,39.8885,4.2658,66.76,100,75,8.05,broken clouds
385,Castlemaine,-37.0667,144.2167,41.99,90,29,17.13,scattered clouds
386,Sur,22.5667,59.5289,84.16,60,0,14.56,clear sky
387,Mlonggo,-6.5333,110.7,78.03,82,25,3.76,light rain
388,Corinth,37.9407,22.9573,72.41,60,27,4.12,scattered clouds
389,Betafo,-19.8333,46.85,49.14,79,6,3.42,clear sky
390,Namatanai,-3.6667,152.4333,78.67,82,96,6.42,moderate rain
391,Half Moon Bay,37.4636,-122.4286,85.05,51,0,24.16,haze
392,Kavaratti,10.5669,72.642,81.88,78,100,17.34,overcast clouds
393,Keti Bandar,24.1447,67.4497,81.39,84,3,18.39,clear sky
394,North Branch,45.5113,-92.9802,66.27,73,80,11.01,broken clouds
395,Olbia,40.9214,9.4856,66.25,88,0,5.75,clear sky
396,Barabai,-2.5833,115.3833,75.43,91,49,1.52,scattered clouds
397,Sept-Iles,50.2001,-66.3821,55.83,45,75,12.66,broken clouds
398,Touros,-5.1989,-35.4608,77.99,83,25,8.1,scattered clouds
399,San Rafael,-34.6177,-68.3301,44.55,45,2,6.82,clear sky
400,Dayong,25.0209,118.2898,75.52,96,100,1.52,overcast clouds
401,Shubarshi,48.5872,57.1869,59.9,61,69,8.28,broken clouds
402,Kihei,20.785,-156.4656,86.02,68,20,23.02,few clouds
403,Mayor Pablo Lagerenza,-19.9309,-60.7718,55.35,72,100,3.96,light rain
404,Jiaxing,30.7522,120.75,70.72,98,80,1.68,broken clouds
405,Tiarei,-17.5333,-149.3333,82.42,81,100,14.65,light rain
406,Zhanaozen,43.3,52.8,78.3,20,0,9.37,clear sky
407,Barra Patuca,15.8,-84.2833,79.45,83,76,12.5,broken clouds
408,Westport,41.1415,-73.3579,94.28,56,58,3.0,broken clouds
409,Monterey,36.2505,-121.2516,78.17,29,0,7.94,clear sky
410,Genk,50.965,5.5008,53.19,85,70,4.61,broken clouds
411,Aranda De Duero,41.6704,-3.6892,64.26,44,23,6.49,few clouds
412,Kpandu,6.9954,0.2931,76.21,88,100,7.56,overcast clouds
413,Necochea,-38.5473,-58.7368,42.08,66,26,11.01,scattered clouds
414,Nur,52.6683,22.3221,50.58,84,55,7.81,broken clouds
415,Beloha,-25.1667,45.05,61.99,91,0,1.88,clear sky
416,Tripoli,32.8752,13.1875,82.44,36,6,9.33,clear sky
417,Afonso Claudio,-20.0742,-41.1239,68.59,82,64,4.92,broken clouds
418,Krasnoarmeysk,51.0239,45.6969,56.39,70,87,5.41,overcast clouds
419,Mandera,3.9366,41.867,81.59,56,17,17.25,few clouds
420,Ajacuba,20.0875,-99.1125,78.42,29,94,21.18,overcast clouds
421,Belle Fourche,44.6714,-103.8522,59.32,47,100,16.06,overcast clouds
422,Demidov,55.2706,31.515,47.46,89,16,1.5,few clouds
423,Lokosovo,61.1333,74.8167,44.69,58,5,10.42,clear sky
424,Waupun,43.6333,-88.7296,83.82,80,97,19.73,overcast clouds
425,Charters Towers,-20.1,146.2667,60.13,47,99,6.31,overcast clouds
426,Paka,4.6374,103.4368,76.93,88,71,4.61,light rain
427,Umm Lajj,25.0213,37.2685,83.41,50,0,2.98,clear sky
428,Ekhabi,53.5102,142.9671,37.2,92,100,16.2,overcast clouds
429,Rio Gallegos,-51.6226,-69.2181,32.05,100,0,6.91,clear sky
430,Naberera,-4.2,36.9333,60.35,88,98,7.7,overcast clouds
431,Ketchikan,55.3422,-131.6461,57.67,72,0,14.97,clear sky
432,Muroto,33.2833,134.15,69.03,64,95,5.73,overcast clouds
433,San Patricio,28.017,-97.5169,92.12,50,10,17.49,clear sky
434,Hovd,48.0056,91.6419,62.65,44,100,4.14,overcast clouds
435,Pringsewu,-5.3582,104.9744,72.68,98,100,3.87,overcast clouds
436,Poltavka,54.3663,71.7632,51.49,78,100,23.82,light rain
437,Tucumcari,35.1717,-103.725,85.95,16,0,3.85,clear sky
438,Kawalu,-7.3817,108.2082,72.09,99,100,0.63,overcast clouds
439,Patacamaya,-17.2333,-67.9167,48.15,62,98,13.65,overcast clouds
440,Plouzane,48.3833,-4.6167,51.85,88,0,4.61,clear sky
441,Luganville,-15.5333,167.1667,81.52,82,76,8.5,broken clouds
442,Guane,22.2025,-84.0875,78.33,80,100,9.57,light rain
443,Muhos,64.808,25.9931,56.98,89,100,11.63,moderate rain
444,Oranjemund,-28.55,16.4333,56.46,54,0,6.58,clear sky
445,Miles City,46.4083,-105.8406,65.37,27,0,19.57,clear sky
446,Egvekinot,66.3167,-179.1667,40.87,67,52,4.16,broken clouds
447,Ust-Maya,60.4167,134.5333,49.41,82,100,8.9,overcast clouds
448,Puerto Penasco,31.3167,-113.5333,77.92,71,0,5.99,clear sky
449,Prince Albert,53.2001,-105.7677,64.35,17,20,28.77,few clouds
450,Verkhnevilyuysk,63.4453,120.3167,42.6,96,100,5.57,overcast clouds
451,Nyurba,63.2842,118.3319,46.51,75,0,6.96,clear sky
452,Karpogory,64.0019,44.4451,52.5,63,4,4.88,clear sky
453,Nishihara,26.1842,127.7558,78.46,100,75,17.27,broken clouds
454,Mantua,45.1667,10.7833,70.75,76,16,1.83,few clouds
455,Vanimo,-2.6741,141.3028,75.63,86,100,5.37,overcast clouds
456,Sao Joao Da Barra,-21.6403,-41.0511,71.87,91,78,9.95,broken clouds
457,Hambantota,6.1241,81.1185,78.64,82,100,20.45,overcast clouds
458,Moose Factory,51.2585,-80.6094,71.6,37,0,23.02,clear sky
459,Giyon,8.5333,37.9833,64.22,49,99,1.41,overcast clouds
460,Nechanice,50.2374,15.6328,58.86,88,100,12.95,overcast clouds
461,Santarem,-2.4431,-54.7083,80.73,94,20,2.3,few clouds
462,Petropavlovsk-Kamchatskiy,53.0452,158.6483,43.39,76,75,4.47,broken clouds
463,Upala,10.8979,-85.0145,79.14,86,86,2.82,overcast clouds
464,Robore,-18.3333,-59.75,57.29,100,100,0.0,overcast clouds
465,Gamba,-2.65,10.0,72.3,94,78,3.69,broken clouds
466,Laguna,38.421,-121.4238,89.89,17,0,13.8,clear sky
467,Groningen,53.25,6.75,53.22,84,100,5.68,overcast clouds
468,Krasnoborsk,61.5598,45.934,53.6,89,10,2.55,clear sky
469,Kolobrzeg,54.1757,15.5834,52.29,81,97,6.22,overcast clouds
470,Fort Nelson,58.8053,-122.7002,72.99,21,75,2.3,broken clouds
471,Kamiiso,41.8167,140.65,55.78,88,40,10.36,scattered clouds
472,Hervey Bay,-25.2986,152.8535,61.02,67,75,7.0,broken clouds
473,Shakawe,-18.3667,21.85,57.0,23,0,8.37,clear sky
474,Plettenberg Bay,-34.0527,23.3716,54.32,71,29,7.87,scattered clouds
475,Nha Trang,12.25,109.1833,80.6,87,15,2.75,few clouds
476,Yeniseysk,58.4497,92.1703,47.88,68,73,2.21,broken clouds
477,Nurota,40.5614,65.6886,69.6,38,0,5.88,clear sky
478,Riyadh,24.6877,46.7219,84.56,11,0,6.98,clear sky
479,Arroio Dos Ratos,-30.0772,-51.7292,41.99,87,50,3.69,scattered clouds
480,Krasnyy Yar,46.5331,48.3456,62.53,36,14,5.39,few clouds
481,Simbahan,6.3032,120.5836,81.99,75,91,4.65,overcast clouds
482,Alyangula,-13.8483,136.4192,78.98,68,88,12.84,overcast clouds
483,Domoni,-12.2569,44.5319,77.34,71,51,8.52,broken clouds
484,Kununurra,-15.7667,128.7333,69.78,88,92,0.0,overcast clouds
485,San Francisco,37.7749,-122.4194,90.52,53,20,24.16,few clouds
486,Tilichiki,60.4667,166.1,42.35,65,5,5.32,clear sky
487,Adre,13.4667,22.2,82.24,11,54,6.87,broken clouds
488,Sulangan,11.1373,123.7228,82.35,77,100,10.76,overcast clouds
489,Neyshabur,36.2133,58.7958,66.72,26,0,4.36,clear sky
490,Salinopolis,-0.6136,-47.3561,78.58,85,100,10.29,light rain
491,Motygino,58.1831,94.7592,46.27,69,66,3.11,broken clouds
492,Tezu,27.9167,96.1667,74.44,90,83,2.46,broken clouds
493,Porto Novo,6.4965,2.6036,77.41,87,75,4.74,broken clouds
494,Cascais,38.6979,-9.4215,69.15,77,51,20.0,broken clouds
495,Hauterive,46.0901,3.4459,63.36,72,98,1.32,overcast clouds
496,Nome,64.5011,-165.4064,57.11,80,100,12.66,light rain
497,Galveston,29.3669,-94.9669,90.05,75,40,17.27,scattered clouds
498,Dzhida,50.6772,106.1806,58.96,61,73,3.98,broken clouds
499,Magalia,39.8121,-121.5783,79.43,26,18,1.01,few clouds
500,Buin,-33.7333,-70.75,57.52,43,1,2.64,clear sky
501,Baoqing,46.3317,132.2111,57.58,74,36,6.46,scattered clouds
502,Port-Gentil,-0.7193,8.7815,75.16,94,75,5.75,broken clouds
503,Comodoro Rivadavia,-45.8667,-67.5,44.46,61,75,8.05,broken clouds
504,Taoudenni,22.6783,-3.9836,95.04,8,76,11.23,broken clouds
505,Pitimbu,-7.4706,-34.8086,77.59,82,99,6.04,overcast clouds
506,Altay,47.8667,88.1167,56.26,88,100,3.49,overcast clouds
507,Zyryanka,65.75,150.85,64.42,42,83,20.45,broken clouds
508,Jalu,29.0331,21.5482,80.44,21,93,11.01,overcast clouds
509,Marsaxlokk,35.8419,14.5431,76.08,57,0,11.5,clear sky
510,Louis Trichardt,-23.0439,29.9032,50.07,61,0,7.76,clear sky
511,Sinnamary,5.3833,-52.95,75.79,91,100,8.63,overcast clouds
512,North Bend,43.4065,-124.2243,74.25,78,0,16.11,clear sky
513,Lamu,-2.2717,40.902,78.49,76,7,12.75,clear sky
514,Bani Walid,31.7566,13.9942,79.99,26,5,7.67,clear sky
515,Babolna,47.6436,17.978,60.75,94,0,5.75,clear sky
516,Tunceli,39.1083,39.5471,62.58,69,34,5.26,scattered clouds
517,Pervomayskoye,43.919,46.7102,63.14,52,0,6.44,clear sky
518,Chifeng,42.2683,118.9636,58.3,41,1,6.15,clear sky
519,Saint-Joseph,-21.3667,55.6167,66.58,72,29,12.19,scattered clouds
520,Jumla,29.2747,82.1838,52.03,70,5,4.05,clear sky
521,Port Hardy,50.6996,-127.4199,57.38,77,75,5.75,broken clouds
522,Denpasar,-8.65,115.2167,82.06,89,20,4.61,few clouds
523,Sambava,-14.2667,50.1667,67.82,86,3,8.86,clear sky
524,Bilibino,68.0546,166.4372,59.18,47,74,6.11,broken clouds
525,San Quintin,30.4833,-115.95,65.98,64,0,14.72,clear sky
526,Mogadishu,2.0371,45.3438,79.68,80,9,18.41,clear sky
527,Brae,60.3964,-1.353,47.79,83,80,5.5,broken clouds
528,Trincomalee,8.5711,81.2335,80.29,80,100,22.62,overcast clouds
529,Praia Da Vitoria,38.7333,-27.0667,61.05,82,40,18.66,scattered clouds
530,Constitucion,-35.3333,-72.4167,45.0,69,0,7.25,clear sky
531,Santana Do Livramento,-30.8908,-55.5328,39.43,82,28,4.41,scattered clouds
532,Oktyabrskoye,43.0645,44.7417,57.34,88,60,6.71,broken clouds
533,Dicabisagan,17.0818,122.4157,82.9,74,73,3.87,broken clouds
534,Goma,-1.6792,29.2228,62.82,92,87,0.43,light rain
535,Merrill,45.1805,-89.6835,82.17,41,0,19.57,clear sky
536,Punta Cardon,11.6581,-70.215,81.14,76,53,29.39,broken clouds
537,Chivay,-15.6383,-71.6011,45.19,52,94,6.98,overcast clouds
538,Saint-Jean-De-Luz,43.3891,-1.6581,66.96,76,0,4.61,clear sky
539,Neiafu,-18.65,-173.9833,81.28,74,20,8.05,few clouds
540,Hammerfest,70.6634,23.6821,52.25,54,0,3.44,clear sky
541,Oistins,13.0667,-59.5333,80.69,78,20,10.36,few clouds
542,Mayo,38.8876,-76.5119,94.95,58,0,5.75,clear sky
543,Alamogordo,32.8995,-105.9603,92.95,10,0,8.05,clear sky
544,Taree,-31.9,152.4667,46.11,55,6,8.52,clear sky
545,Samarai,-10.6167,150.6667,80.94,81,90,9.48,overcast clouds
546,Ampanihy,-24.7,44.75,60.67,91,0,2.8,clear sky
547,San Pedro Buenavista,16.0833,-93.1167,68.2,95,100,2.04,overcast clouds
548,Albacete,38.8333,-2.0,71.19,52,0,5.75,clear sky
549,Naze,28.3667,129.4833,68.92,94,100,5.23,overcast clouds
550,Oudtshoorn,-33.5907,22.2014,50.29,42,22,2.62,few clouds
551,Birobidzhan,48.8,132.95,49.06,98,100,3.85,light rain
552,Morant Bay,17.8815,-76.4093,86.7,81,86,8.57,overcast clouds
553,Pahrump,36.2083,-115.9839,86.25,11,3,5.99,clear sky
554,Dzhebariki-Khaya,62.2167,135.8,47.25,93,100,2.77,light rain
555,Harindanga,22.0383,88.3214,83.71,87,88,5.82,overcast clouds
556,Machali,-34.1833,-70.6667,47.48,49,1,5.75,clear sky
557,Grand Gaube,-20.0064,57.6608,74.37,56,63,7.0,broken clouds
558,Inta,66.0317,60.1659,47.95,59,5,7.18,clear sky
559,Kurilsk,45.2333,147.8833,41.61,95,100,15.14,light rain
560,Kahului,20.8947,-156.47,86.02,65,20,23.02,few clouds
561,Balkhash,46.844,74.9804,62.89,73,31,7.9,scattered clouds
562,Rafaela,-31.2503,-61.4867,49.98,38,98,7.31,overcast clouds
563,General Roca,-39.0333,-67.5833,38.62,47,0,1.83,clear sky
564,Luis Gil Perez,17.8667,-93.05,76.96,95,100,4.34,overcast clouds
565,Bonnyville,54.2668,-110.735,66.0,46,97,14.25,overcast clouds
566,Akdepe,42.0551,59.3788,78.37,19,0,6.67,clear sky
567,Amboasary,-25.0333,46.3833,64.36,71,0,4.7,clear sky
568,Inhuma,-6.6683,-41.7078,71.92,89,84,5.1,broken clouds
569,Oxapampa,-10.5775,-75.4017,59.29,98,99,0.54,overcast clouds
570,Anadyr,64.75,177.4833,41.5,80,20,8.95,fog
571,Sarahan,31.5167,77.8,55.9,50,5,7.18,clear sky
572,Magaria,12.9983,8.9099,81.88,43,1,9.62,clear sky
573,Voznesenskoye,54.89,42.7569,55.13,79,82,6.31,broken clouds
574,Tawang,27.5833,91.8667,50.14,89,19,4.61,few clouds
575,Fort-Shevchenko,44.5086,50.263,76.21,35,0,8.66,clear sky
576,Pasighat,28.0667,95.3333,75.18,94,80,2.24,broken clouds
577,Karratha,-20.7377,116.8463,61.36,80,98,12.37,overcast clouds
578,Olinda,-8.0089,-34.8553,76.73,94,40,0.0,scattered clouds
579,Paris,48.8534,2.3488,59.14,62,0,5.75,clear sky
580,Axim,4.8699,-2.2405,77.45,86,68,6.91,broken clouds
581,Mahina,-17.5065,-149.489,82.17,74,75,10.36,light rain
582,Nhulunbuy,-12.2333,136.7667,77.61,83,83,5.75,broken clouds
583,Pombas,17.1503,-25.0201,73.18,81,11,11.01,few clouds
584,Carauari,-4.8828,-66.8958,73.92,97,95,1.3,overcast clouds
585,Goundam,16.4145,-3.6708,98.62,21,89,4.81,overcast clouds
586,Saint Andrews,34.0454,-81.1293,92.12,47,40,8.05,scattered clouds
587,Nampula,-15.1165,39.2666,67.95,83,40,6.91,scattered clouds
588,Labuhan,-6.8844,112.2051,78.1,87,44,5.41,moderate rain
589,Northam,51.0333,-4.2167,52.61,81,5,6.58,clear sky
590,Swinford,53.95,-8.95,51.33,96,83,5.88,broken clouds
591,Coihaique,-45.5752,-72.0662,29.01,100,100,0.0,fog
592,Yagodnoye,62.55,149.6667,47.73,69,99,6.11,overcast clouds
593,Gympie,-26.1898,152.665,59.18,61,71,5.84,broken clouds
594,Puerto El Triunfo,13.2833,-88.55,77.86,71,81,7.11,broken clouds
595,Mehran,33.1222,46.1646,89.87,13,0,8.86,clear sky
596,Lakatoro,-16.0999,167.4164,82.74,75,30,8.3,scattered clouds
597,Turek,52.0155,18.5005,52.59,81,98,7.23,overcast clouds
598,Shieli,44.1667,66.75,73.0,33,70,6.89,broken clouds
599,Vila,42.0304,-8.1588,54.7,93,67,3.74,broken clouds
600,Sidi Ali,36.0998,0.4206,69.69,59,0,2.21,clear sky
601,Huaiyuan,32.973,117.1995,77.31,71,100,6.44,overcast clouds
602,Wajima,37.4,136.9,64.72,64,92,5.64,overcast clouds
603,Gamboma,-1.8764,15.8644,77.41,66,83,0.54,broken clouds
604,Howard Springs,-12.497,131.047,76.91,97,97,7.4,overcast clouds
605,San Pedro De Macoris,18.4616,-69.2972,86.61,75,64,8.66,broken clouds
606,Beisfjord,68.3751,17.5988,57.04,78,24,6.73,few clouds
607,Whitehorse,60.7161,-135.0538,76.01,19,75,12.66,broken clouds
608,Ushtobe,45.2514,77.9838,58.84,69,84,10.51,broken clouds
609,Puerto Escondido,15.85,-97.0667,83.35,70,69,8.52,broken clouds
610,Belmonte,-15.8631,-38.8828,74.84,85,14,6.31,few clouds
611,Los Andes,-32.8337,-70.5983,49.01,55,81,0.78,broken clouds
612,Bolu,40.6667,31.5833,56.71,84,1,1.72,clear sky
613,Saint-Georges,12.0564,-61.7485,82.08,74,20,10.36,few clouds
614,Manono,-7.3,27.4167,75.69,45,81,4.7,broken clouds
615,Rock Springs,41.5875,-109.2029,52.05,77,100,16.11,overcast clouds
616,Icod De Los Vinos,28.3724,-16.7119,69.66,91,38,3.74,scattered clouds
617,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.82,86,6,6.17,clear sky
618,Mount Gambier,-37.8333,140.7667,44.51,81,75,17.27,broken clouds
619,Bonfim,3.0833,-59.95,74.86,93,100,7.81,overcast clouds
620,Talnakh,69.4865,88.3972,33.21,88,99,12.19,overcast clouds
621,Muros,42.7762,-9.0603,65.08,93,35,6.71,scattered clouds
622,Kurchaloy,43.2018,46.0881,60.66,74,7,3.58,clear sky
623,Natal,-5.795,-35.2094,79.02,94,100,6.91,overcast clouds
624,Ningxiang,37.34,111.2052,64.96,33,0,4.99,clear sky
625,At-Bashi,41.1702,75.8106,44.96,76,45,1.14,scattered clouds
626,Sabang,5.8933,95.3214,81.91,74,90,23.04,overcast clouds
627,Corrente,-3.7367,-43.3394,74.61,83,2,2.06,clear sky
628,Ko Samui,9.5357,99.9357,82.02,77,100,13.67,overcast clouds
629,Emerald,-23.5333,148.1667,60.35,63,84,8.68,broken clouds
630,Mandan,46.8267,-100.8896,64.0,36,0,23.02,clear sky
631,Dryden,49.7833,-92.7503,48.49,93,100,21.85,mist
632,Piedras Negras,28.7,-100.5167,101.26,31,9,15.99,clear sky
633,Tonj,7.2737,28.6822,76.66,58,56,3.89,broken clouds
634,Knysna,-34.0363,23.0471,53.85,71,35,5.3,scattered clouds
635,Jaffna,9.6685,80.0074,82.89,79,100,23.11,overcast clouds
636,Wielun,51.221,18.5696,54.54,86,99,8.93,overcast clouds
637,Wagar,16.1525,36.2032,90.91,12,8,6.76,clear sky
638,Arlit,18.7369,7.3853,92.79,7,74,6.62,broken clouds
639,Irati,-25.4672,-50.6511,54.88,99,100,2.37,overcast clouds
640,Chokwe,-24.5333,32.9833,62.19,62,0,8.7,clear sky
641,Sinaia,45.35,25.55,59.22,91,74,0.74,broken clouds
642,Manta,-0.95,-80.7333,78.58,69,20,13.8,few clouds
643,Bulawayo,-20.15,28.5833,49.91,75,1,6.08,clear sky
644,Husavik,66.0449,-17.3389,45.88,88,86,6.4,overcast clouds
645,Karema,-6.8205,30.4389,74.37,64,91,7.29,overcast clouds
646,Jiuquan,39.7432,98.5174,64.69,22,65,8.97,broken clouds
647,Dusti,37.3481,68.664,71.06,25,0,2.77,clear sky
648,Port Keats,-14.25,129.55,77.95,82,97,3.8,overcast clouds
649,Tabou,4.423,-7.3528,78.49,82,74,6.89,broken clouds
650,Baihar,22.1,80.55,80.73,37,26,1.52,scattered clouds
651,Hofn,64.2539,-15.2082,47.52,86,100,3.11,overcast clouds
652,Bethanien,-26.502,17.1583,50.09,27,0,5.59,clear sky
653,Champerico,14.3,-91.9167,81.14,90,100,14.72,overcast clouds
654,Nuuk,64.1835,-51.7216,47.01,53,0,21.85,clear sky
655,Bidhuna,26.8022,79.5088,89.6,14,2,4.5,clear sky
656,Burgeo,47.6167,-57.6152,42.78,90,100,23.98,overcast clouds
657,Salamanca,40.8333,-6.0,61.75,52,6,6.38,clear sky
658,San Roque,36.2107,-5.3842,70.63,56,0,14.97,clear sky
659,Vallentuna,59.5344,18.0776,51.96,90,75,8.05,broken clouds
660,Walvis Bay,-22.9575,14.5053,83.35,12,0,31.07,clear sky
661,Sirjan,29.452,55.6814,65.98,9,0,6.76,clear sky
662,Colac,-38.3333,143.5833,46.17,87,97,14.99,overcast clouds
663,Gazanjyk,39.2446,55.5154,79.27,20,0,5.73,clear sky
664,Arrecife,28.963,-13.5477,71.58,73,20,3.44,few clouds
665,Mansa,29.9833,75.3833,89.76,15,0,1.25,clear sky
666,Katol,21.2667,78.5833,90.46,29,87,6.04,overcast clouds
667,Hami,42.8,93.45,79.75,25,76,13.18,broken clouds
668,La Plata,-34.9215,-57.9545,48.02,55,26,4.14,scattered clouds
669,Inhambane,-23.865,35.3833,67.64,60,3,15.41,clear sky
670,Lhokseumawe,5.1801,97.1507,77.04,84,99,4.29,overcast clouds
671,Springbok,-29.6643,17.8865,48.85,17,23,4.76,few clouds
672,Herat,34.5,62.0,64.58,30,0,8.97,clear sky
673,Santa Flavia,38.085,13.5351,77.25,63,33,3.0,scattered clouds
674,Qaqortoq,60.7167,-46.0333,40.57,78,100,7.27,overcast clouds
675,Riverton,40.5219,-111.9391,64.02,42,0,13.8,clear sky
676,Middelkerke,51.1558,2.8418,53.1,81,20,8.05,few clouds
677,Karpathos,35.507,27.2132,71.56,78,1,23.02,clear sky
678,Rorvik,64.8621,11.2373,53.04,80,98,10.36,overcast clouds
679,Trogir,43.5125,16.2517,68.79,77,20,3.44,few clouds
680,Mercedes,-34.6515,-59.4307,48.04,53,67,1.03,broken clouds
681,Los Llanos De Aridane,28.6585,-17.9182,65.95,87,75,5.75,broken clouds
682,Slave Lake,55.2834,-114.769,62.58,42,20,8.05,few clouds
683,Ginir,7.1333,40.7,56.3,85,44,5.32,scattered clouds
684,Prince Rupert,54.3161,-130.3201,53.29,85,40,6.91,scattered clouds
685,Darhan,49.4867,105.9228,58.01,59,73,5.57,broken clouds
686,Almenara,-16.1836,-40.6944,70.47,77,2,1.61,light rain
687,Jensen Beach,27.2545,-80.2298,83.03,74,75,12.66,broken clouds
688,Qidong,31.8128,121.6561,71.92,95,100,10.76,overcast clouds
689,Asyut,27.181,31.1837,82.18,29,0,18.45,clear sky
690,Acari,-15.4311,-74.6158,64.89,73,97,3.85,overcast clouds
691,Rjukan,59.8789,8.5941,51.04,93,100,2.84,light rain
