City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
342,San Quintin,MX,67.96,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
344,Chadan,RU,50.76,few clouds,51.2833,91.5833,Zharki
345,Saint-Pierre,RE,71.91,broken clouds,-21.3393,55.4781,Alize Plage
346,Mankono,CI,78.13,broken clouds,8.0586,-6.1897,Hôtel cotonputeur
347,Bukene,TZ,72.1,overcast clouds,-4.2333,32.8833,New Millenium Lodge
348,San Francisco,US,92.52,few clouds,37.7749,-122.4194,Edwardian Hotel
350,Humaita,BR,87.75,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
351,Labuan,MY,79.16,scattered clouds,5.2767,115.2417,Tiara Labuan Hotel
352,Sharlyk,RU,55.45,clear sky,52.9167,54.75,"Gostinitsa-Kafe ""Komil'fo"""
353,San Cristobal,VE,87.98,few clouds,7.7669,-72.225,Pirineos
354,Anadyr,RU,41.49,few clouds,64.75,177.4833,Отке17.ру — жильё для командированных
356,Bonthe,SL,80.94,broken clouds,7.5264,-12.505,Bonthe Holiday Village
358,Myanaung,MM,78.76,overcast clouds,18.2833,95.3167,Taung Hlay Khar
359,Port Macquarie,AU,42.89,few clouds,-31.4333,152.9167,Rydges Port Macquarie
361,Vardo,NO,42.78,clear sky,70.3705,31.1107,Vardø Hotel AS
362,Peace River,CA,70.11,scattered clouds,56.2501,-117.286,BCMInns - Peace River
363,Imeni Babushkina,RU,58.41,overcast clouds,59.7573,43.1285,"Gostevoy Dom ""Usol'ye"""
364,Carmen,MX,77.04,overcast clouds,18.6333,-91.8333,Hotel Lossandes
365,Zdvinsk,RU,45.68,light rain,54.7021,78.661,Hotel Siberia
366,Faanui,PF,79.16,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
368,Acapulco,MX,85.82,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
369,Vestmannaeyjar,IS,49.77,overcast clouds,63.4427,-20.2734,Glamping & Camping
370,Pevek,RU,44.87,overcast clouds,69.7008,170.3133,Severnoye Zoloto
372,Basco,PH,84.69,scattered clouds,20.4487,121.9702,Nathaniel's Lodge
373,Vallenar,CL,60.12,overcast clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
374,Ulladulla,AU,45.77,scattered clouds,-35.35,150.4667,Sandpiper Motel
375,Porto Novo,BJ,82.22,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
376,Charters Towers,AU,57.09,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
377,Waingapu,ID,77.4,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
379,Malmesbury,ZA,51.26,scattered clouds,-33.4608,18.7271,SuNel's Guest Rooms
381,Krasnyy Yar,RU,70.97,scattered clouds,46.5331,48.3456,Cottege near Ufa
382,Jumla,NP,54.75,clear sky,29.2747,82.1838,Royal Garden Hotel
383,Matamoros,MX,95.11,few clouds,25.5333,-103.25,Quinta Belem
384,Jasper,US,80.04,broken clouds,37.2001,-94.3502,Guest House Motel
385,Saint-Leu,RE,71.31,clear sky,-21.15,55.2833,La Caz Oceane
386,Darlawn,IN,67.6,overcast clouds,24.0167,92.9,BNRGSK BUILDING
387,Prachuap Khiri Khan,TH,79.57,overcast clouds,12.2167,99.75,ผกากรองรีสอร์ท
388,Kargat,RU,45.05,overcast clouds,55.1956,80.2811,Kargat
389,Barcelona,ES,77.85,clear sky,41.3888,2.159,Axel Hotel Barcelona
390,Paamiut,GL,37.45,overcast clouds,61.994,-49.6678,Pistut
391,Caravelas,BR,75.04,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
392,Naryan-Mar,RU,44.58,overcast clouds,67.6713,53.087,Hostel Agat
393,Kvitok,RU,53.8,overcast clouds,56.0724,98.4813,Zaimka
394,San Carlos Del Zulia,VE,92.82,few clouds,9.0,-71.9135,Hotel El Manantial
395,Kushima,JP,61.16,broken clouds,31.4583,131.2333,Hanaoka
396,Xacmaz,AZ,67.86,broken clouds,41.4635,48.806,Ulduz Hotel
397,Riberalta,BO,75.4,broken clouds,-10.9833,-66.1,Hotel Colonial
398,Ismailia,EG,72.05,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
399,Marsaxlokk,MT,79.09,clear sky,35.8419,14.5431,Water's Edge
400,Salta,AR,52.39,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
401,Reitz,ZA,44.1,clear sky,-27.8014,28.4273,The Lillies Guesthouse
402,Kendari,ID,74.86,clear sky,-3.945,122.4989,Hotel Wixel
403,Cabo San Lucas,MX,82.62,clear sky,22.8909,-109.9124,Vista Roof Restaurant
405,Bonavista,CA,40.5,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
406,Nemuro,JP,44.85,moderate rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
407,Dalbandin,PK,79.47,clear sky,28.8947,64.4101,Sanjrani House
408,Emmett,US,76.55,overcast clouds,43.8735,-116.4993,Holiday Motel & R.V Park
409,Naples,IT,76.37,clear sky,40.8333,14.25,Renaissance Naples Hotel Mediterraneo
410,North Bend,US,67.91,few clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
411,Banda Aceh,ID,77.13,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
412,Muromtsevo,RU,46.06,clear sky,56.3724,75.2418,Plyazh U Reki Tara
413,Sibolga,ID,75.74,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
414,Lagoa,PT,61.03,overcast clouds,39.05,-27.9833,Casa Das Faias
415,Alghero,IT,73.49,clear sky,40.5589,8.3181,Smy Carlos V Alghero
416,Stephenville,US,93.16,broken clouds,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
417,Fortuna,US,66.92,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
418,Ishigaki,JP,80.73,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
419,Cockburn Town,TC,80.19,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
421,Xichang,CN,66.99,moderate rain,27.8964,102.2634,Xichang ibis Hotel
422,Mount Gambier,AU,45.93,overcast clouds,-37.8333,140.7667,The Commodore
423,Bonga,ET,60.15,light rain,7.2833,36.2333,Abelena bare and restorant
424,Tahe,CN,46.04,light rain,52.3333,124.7333,塔河宾馆
428,Nabire,ID,75.7,few clouds,-3.3667,135.4833,Hotel Nusantara I
429,Pringsewu,ID,73.47,broken clouds,-5.3582,104.9744,Urban Style by Front One
431,Bahia Honda,CU,77.54,light rain,22.9036,-83.1592,Casa Gualberto - Deysi
432,Puerto Narino,CO,72.95,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
433,Nuevo Laredo,MX,97.07,broken clouds,27.4763,-99.5164,City Express Nuevo Laredo
434,Port Hedland,AU,57.25,broken clouds,-20.3167,118.5667,The Esplanade Hotel
435,Usinsk,RU,47.1,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
436,Bull Savanna,JM,83.19,overcast clouds,17.8868,-77.5902,Big Red's
438,Allapalli,IN,88.72,overcast clouds,19.4167,80.0667,"Hotel IK Residency, GUEST HOUSE AC NON AC"
439,Pilot Butte,CA,65.93,few clouds,50.4668,-104.4178,Sleep Inn Regina East
440,Ghorawal,IN,90.72,few clouds,24.7667,82.7833,Abbas Ujjwal Tent House
441,The Valley,AI,84.06,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
442,Castelbuono,IT,79.75,clear sky,37.932,14.0886,Hotel Paradiso Delle Madonie
443,Qasigiannguit,GL,35.85,few clouds,68.8193,-51.1922,Almost HOME
444,Dharchula,IN,69.6,clear sky,29.85,80.5333,Mahara Hotel
446,Nelson Bay,AU,46.99,broken clouds,-32.7167,152.15,Mantra Nelson Bay
447,Aracati,BR,79.36,overcast clouds,-4.5617,-37.7697,Hostel Pousada Ibiza
448,Muriae,BR,75.76,scattered clouds,-21.1306,-42.3664,Premium Plaza Hotel
450,Kalemie,CD,73.31,overcast clouds,-5.9475,29.1947,Mahobilali
451,Luena,AO,54.34,clear sky,-11.7833,19.9167,Hotel Kandamba
453,Santa Rosa,PH,78.78,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
454,Petropavlovsk-Kamchatskiy,RU,39.79,few clouds,53.0452,158.6483,The Hotel Petropavlovsky
455,Teguise,ES,70.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
456,Bay Roberts,CA,43.52,light rain,47.5999,-53.2648,Stonewall Inn
457,Cidreira,BR,53.4,overcast clouds,-30.1811,-50.2056,Hotel Castelo
458,Coahuayana,MX,88.02,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
459,Nirmal,IN,92.37,overcast clouds,19.1,78.35,Hotel Mayuri
460,Betioky,MG,59.29,clear sky,-23.7167,44.3833,Bungalows Acacias Hotel
461,Benghazi,LY,77.27,clear sky,32.1167,20.0667,Tibesti Hotel
462,Broken Hill,AU,47.86,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
463,Moose Factory,CA,62.6,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
467,Butajira,ET,62.96,overcast clouds,8.1167,38.3667,እናት መናፈሻ ( Enat Menafesha)
468,Narasannapeta,IN,83.57,overcast clouds,18.4167,84.05,AVK events and catering
469,Ballina,AU,48.02,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
470,Jiwani,PK,83.35,clear sky,25.05,61.7417,Hamza hotel jiwani
471,Candolim,IN,80.53,overcast clouds,15.5181,73.7626,Resort Terra Paraiso
472,Batagay,RU,44.83,light rain,67.6333,134.6333,Gostinitsa Ki'ileekh
473,Puri,IN,84.72,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
474,Boqueirao,BR,76.55,few clouds,-7.5,-36.1333,Hotel Chique Chique
476,Islamkot,PK,81.1,clear sky,24.6997,70.177,Haji Hotel
477,Yatou,CN,61.99,few clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
478,Zhangye,CN,70.72,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
479,Kijang,KR,60.53,clear sky,35.2442,129.2139,Samyang Beach Villa
480,Itarema,BR,80.2,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
481,Seoul,KR,63.97,scattered clouds,37.5683,126.9778,롯데호텔 서울
482,Jaroslaw,PL,58.91,scattered clouds,50.0162,22.6778,Hotel & Restauracja Coloseum
483,Mandalgovi,MN,64.9,few clouds,45.7625,106.2708,В.Ганбат
484,Maraba,BR,78.98,broken clouds,-5.3686,-49.1178,Hotel Del Principe
485,La Ronge,CA,61.02,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
486,Abu Zabad,SD,89.74,scattered clouds,12.35,29.25,حامد محمد نور
487,Beitbridge,ZW,60.64,clear sky,-22.2167,30.0,Beitbridge Express Hotel
488,Nieuw Amsterdam,SR,91.56,few clouds,5.8833,-55.0833,Hotel Stardust
489,Palana,RU,40.68,clear sky,59.1167,159.9667,Chikago
490,Saldanha,ZA,51.85,clear sky,-33.0117,17.9442,Blue Bay Lodge
491,Rio Grande,BR,53.71,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
492,Katherine,AU,73.72,few clouds,-14.4667,132.2667,Pine Tree Motel
493,Ponta Do Sol,PT,70.43,few clouds,32.6667,-17.1,Hotel do Campo
494,Balashov,RU,62.2,overcast clouds,51.5502,43.1667,Kozyr' Balashov
495,Petrovskoye,RU,57.4,overcast clouds,57.0104,39.2693,Karoza
497,Batemans Bay,AU,51.1,broken clouds,-35.7167,150.1833,Batemans Bay Marina Resort
498,San Felipe,VE,91.81,broken clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
499,Jaguey Grande,CU,78.55,light rain,22.5269,-81.1286,Barberia hendrix
500,Mbandaka,CD,72.01,moderate rain,0.0487,18.2603,Guest House Epervier
501,Madang,PG,74.77,few clouds,-5.2246,145.7966,Comfort Inn Hotel
502,La Rioja,ES,64.18,broken clouds,42.25,-2.5,Casa Concejos
503,Constitucion,CL,49.46,broken clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
504,Calvillo,MX,85.14,few clouds,21.85,-102.7167,Hotel La Gloria de Calvillo
505,Samarinda,ID,72.39,few clouds,-0.5,117.15,ASTON Samarinda Hotel & Convention Center
506,Olden,NO,52.54,overcast clouds,61.8364,6.8064,Nesset Fjordcamping Olden
507,Hotton,BE,53.53,clear sky,50.2667,5.45,Le Brisson
509,Nyurba,RU,45.46,broken clouds,63.2842,118.3319,"Гостиница ""Comfort"""
511,Impfondo,CG,70.27,light rain,1.6381,18.0667,Auberge La Place de Jules
512,Winneba,GH,79.43,broken clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
513,Korla,CN,68.81,scattered clouds,41.7597,86.1469,Gulisitan Hotel
514,Tashla,RU,57.56,clear sky,51.7716,52.7427,Torch Hotel
515,Portland,US,74.88,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
516,Port Lincoln,AU,52.43,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
517,Kloulklubed,PW,83.61,scattered clouds,7.0419,134.2556,Storyboard Beach Resort
518,Port Keats,AU,74.35,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
519,Turukhansk,RU,33.64,broken clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
520,Havoysund,NO,52.03,clear sky,70.9963,24.6622,Arctic View Glamping & Restaurant
521,Asau,RO,67.28,broken clouds,46.4333,26.4,Casa Mika Ciobanus
522,Kongolo,CD,72.72,light rain,-5.3833,27.0,GUEST HOUSE OASIS
523,Zapolyarnyy,RU,47.48,light rain,69.4154,30.8136,Pechenga
524,Araioses,BR,84.18,broken clouds,-2.89,-41.9031,Pousada Vale do magu
525,Brae,GB,50.74,overcast clouds,60.3964,-1.353,Busta House Hotel
526,Beveren,BE,56.03,clear sky,51.2559,4.2371,B&B Euverbraeke
527,Porangatu,BR,89.71,clear sky,-13.4408,-49.1486,Wembley Park Hotel
528,Innisfail,AU,65.68,overcast clouds,-17.5333,146.0333,Moondarra Motel
529,Berlevag,NO,48.0,clear sky,70.8578,29.0864,Kvitbrakka
530,Bollnas,SE,49.51,scattered clouds,61.3482,16.3946,Grand Hotel
531,Sao Filipe,CV,76.1,overcast clouds,14.8961,-24.4956,Hotel Xaguate
532,Kundiawa,PG,57.88,scattered clouds,-6.0167,144.9667,Pari
533,Pavilosta,LV,51.71,overcast clouds,56.8879,21.1859,"Hotel ""Vēju paradīze"""
536,Mount Pleasant,US,94.3,clear sky,32.7941,-79.8626,Best Western Patriots Point
537,Kindu,CD,69.15,light rain,-2.95,25.95,Résidence Okanda
539,Maracas,BR,68.9,clear sky,-13.4411,-40.4308,Pousada Vale Aprazível
540,Nicoya,CR,80.35,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
541,Sinalunga,IT,71.74,clear sky,43.2152,11.7495,I Girasoli
543,Khuzhir,RU,42.66,overcast clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
544,Poirino,IT,70.09,scattered clouds,44.9208,7.8469,Hotel Brindor
545,Sault Sainte Marie,CA,55.22,clear sky,46.5168,-84.3333,Comfort Inn
546,Nishihara,JP,76.28,shower rain,26.1842,127.7558,Minshuku Agaihama
547,Buin,CL,61.12,broken clouds,-33.7333,-70.75,Paihuen
549,Shahdol,IN,86.72,overcast clouds,23.2833,81.35,Railway Officers Rest House Shahdol
551,Ixtapa,MX,79.83,broken clouds,20.7,-105.2,hotel la terminal
552,Pacific Grove,US,81.25,clear sky,36.6177,-121.9166,Lovers Point Inn
553,Gorontalo,ID,74.26,clear sky,0.5412,123.0595,Maqna Hotel by Prasanthi
555,Doctor Arroyo,MX,82.99,few clouds,23.6667,-100.1833,Hotel Plaza
556,Setermoen,NO,57.16,overcast clouds,68.861,18.3486,Room4You
557,Vodnyy,RU,53.76,broken clouds,63.5046,53.4095,Каменка
558,Lodingen,NO,57.34,overcast clouds,68.414,15.9951,Arctic Garden
559,Ende,ID,76.5,clear sky,-8.8432,121.6623,Dwi Putra Hotel - Ende
560,Sulangan,PH,83.61,overcast clouds,11.1373,123.7228,Maia's Beach Resort
561,Sao Miguel Do Iguacu,BR,52.68,overcast clouds,-25.3481,-54.2378,Hotel Itaguaçu
562,Soderhamn,SE,51.96,scattered clouds,61.3037,17.0592,Best Western Hotell SöderH
563,Szolnok,HU,68.02,clear sky,47.1833,20.2,Hozam Hotel
564,Anloga,GH,81.7,overcast clouds,5.7947,0.8973,Pin Drop Hotel
565,Jati,PK,82.38,clear sky,24.3539,68.2671,Cafe Lala Rehan Restaurant
566,Praia Da Vitoria,PT,65.75,few clouds,38.7333,-27.0667,Hotel Branco I
567,Eatonton,US,93.24,clear sky,33.3268,-83.3885,Western Motel of Eatonton
568,Khani,GE,60.37,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
569,Rawson,AR,47.39,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
570,Comodoro Rivadavia,AR,46.26,few clouds,-45.8667,-67.5,Austral Hotel
571,Buxton,GB,56.28,scattered clouds,53.2574,-1.9098,Palace Hotel Buxton
572,Podsineye,RU,54.97,clear sky,53.6658,91.5364,"Recreation Center Friends Club ""Cottage"""
573,Ahuimanu,US,83.91,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
574,Tezu,IN,74.8,broken clouds,27.9167,96.1667,Circuit House
575,Matagami,CA,56.26,overcast clouds,49.7502,-77.6328,Motel Le Caribou
576,Nizhniy Kuranakh,RU,49.08,overcast clouds,58.8353,125.4869,Park Pobedy
577,Auki,SB,75.69,overcast clouds,-8.7676,160.7034,Auki Motel
578,Polson,US,68.49,overcast clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
579,Arlit,NE,94.87,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
581,Castelo Branco,PT,65.71,clear sky,39.8222,-7.4909,MELIÃ Castelo Branco
582,Bijar,IR,61.48,clear sky,35.8668,47.6051,رنگ فروشي جواهري
583,Shihezi,CN,65.66,scattered clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
584,Pitimbu,BR,81.19,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
585,Gbadolite,CD,73.29,overcast clouds,4.2833,21.0167,Zenic
586,Mae Sai,TH,72.34,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
588,Alpine,US,90.95,clear sky,32.835,-116.7664,Ayres Lodge Alpine
590,Swellendam,ZA,52.86,overcast clouds,-34.0226,20.4417,De Kloof Heritage Estate boutique Hotel & SPA
592,Tartagal,AR,61.21,overcast clouds,-22.5164,-63.8013,Almuñecar Hotel
593,Richmond,US,94.66,broken clouds,37.5538,-77.4603,"Holiday Inn Express Richmond - Downtown, an IHG Hotel"
594,Sao Jose Da Coroa Grande,BR,78.13,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
596,Castlegar,CA,69.1,overcast clouds,49.2998,-117.6689,Surestay Hotel by Best Western Castlegar
597,Chifeng,CN,61.83,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
598,Upata,VE,86.2,overcast clouds,8.0086,-62.3989,Posada Villa Nela
599,Jalu,LY,87.42,clear sky,29.0331,21.5482,صاحبة الفخامة
600,Bundaberg,AU,57.22,overcast clouds,-24.85,152.35,Takalvan Motel
601,Bermejo,AR,51.71,clear sky,-32.8833,-68.8,Hotel Mendoza
602,Alofi,NU,76.89,scattered clouds,-19.0595,-169.9187,Taloa Heights
603,Cabinda,AO,74.48,clear sky,-5.55,12.2,Hotel Maiombe
604,Astoria,US,63.46,light rain,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
605,Semporna,MY,79.63,broken clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
606,Morro Bay,US,96.71,clear sky,35.3658,-120.8499,Inn at Morro Bay
607,Salvador,SV,82.06,overcast clouds,13.8333,-88.9167,Chico's Ranch
608,Coihaique,CL,43.41,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
609,Saint-Joseph,RE,70.18,broken clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
610,Sorland,NO,51.66,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
612,Anchorage,US,71.85,clear sky,61.2181,-149.9003,Hotel Captain Cook
614,Palmer,US,64.51,overcast clouds,42.1584,-72.3287,Wedgewood Motel
615,Cozumel,MX,77.95,overcast clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
616,Ondjiva,AO,57.15,few clouds,-17.0667,15.7333,COMBUESA
617,Baruun-Urt,MN,59.5,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
618,Hede,CN,68.52,overcast clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
619,Luzhou,CN,73.31,overcast clouds,28.8724,105.4405,Shijichun Hotel
620,Pochutla,MX,80.42,light rain,15.7432,-96.4661,Hotel Posada San Jose
621,Goderich,CA,59.32,overcast clouds,43.7501,-81.7165,Harmony Inn
623,Celestun,MX,79.95,moderate rain,20.8667,-90.4,Posada Lilia
624,Xining,CN,59.99,broken clouds,36.6167,101.7667,Super Leisure Hotel
625,San Pedro,PH,78.03,broken clouds,14.35,121.0167,Esquivel's Garden And Resort
626,Guane,CU,75.56,overcast clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
627,Laiyang,CN,63.93,broken clouds,36.9758,120.7136,莱阳恒银宾馆
628,Alwar,IN,97.57,scattered clouds,27.5667,76.6,Hotel Saroop Vilas Palace
629,Hazleton,US,85.89,broken clouds,40.9584,-75.9746,Residence Inn by Marriott Hazleton
630,Riverton,US,73.44,clear sky,40.5219,-111.9391,Ramada by Wyndham Draper
632,Lebedyn,UA,63.91,scattered clouds,50.5852,34.4849,"The regional Children's multi-resort ""Lebedin"""
634,Lima,PE,68.4,clear sky,-12.0432,-77.0282,Hotel Kamana
635,Fairlie,GB,57.49,clear sky,55.756,-4.8556,Brisbane House Hotel
636,Waddan,LY,88.39,clear sky,29.1614,16.139,محل الشريف محمد العايب
637,Cherskiy,RU,59.68,overcast clouds,68.75,161.3,Gostinitsa
638,Sao Miguel Do Tapuio,BR,79.68,broken clouds,-5.5036,-41.3233,Hotel Tropical
640,Chaozhou,CN,78.66,overcast clouds,23.6651,116.6379,Seven Corner View Homestay
641,Tabou,CI,78.58,overcast clouds,4.423,-7.3528,hotêl doufoulougou
642,Shizunai,JP,52.25,light rain,42.3339,142.3669,Shizunai Eclipse Hotel
643,Termiz,UZ,71.69,clear sky,37.2242,67.2783,Hotel Ulugbek
644,Wajima,JP,63.48,clear sky,37.4,136.9,Wajiima Onsen Yashio
645,Awjilah,LY,86.74,clear sky,29.1081,21.2869,المنزل
646,Zhaotong,CN,62.87,overcast clouds,27.3167,103.7167,Jingguan Home
647,Sola,VU,81.27,broken clouds,-13.8833,167.55,Leumerus Bungalows
649,Trairi,BR,77.86,overcast clouds,-3.2778,-39.2689,janelas do mar
650,Hereford,GB,57.49,clear sky,52.0568,-2.7148,The Green Dragon Hotel
651,Fort Morgan,US,54.82,broken clouds,40.2503,-103.8,Hampton Inn Fort Morgan
652,Fairview,US,70.5,overcast clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
653,Santa Vitoria Do Palmar,BR,49.8,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
654,Tamandare,BR,77.79,clear sky,-8.7597,-35.1047,Pousada 100 Passos
655,Mega,ET,57.07,broken clouds,4.05,38.3,Amanuel Guest House
656,Conceicao Do Araguaia,BR,83.01,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
658,Lasa,IT,59.88,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
659,Sao Joao Da Barra,BR,78.89,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
660,Kitami,JP,50.13,light rain,43.8031,143.8908,Toyoko INN Kitami Ekimae
662,Mocuba,MZ,64.94,light rain,-16.8392,36.9856,Phama Lodge
663,Kaeo,NZ,62.13,light rain,-35.1,173.7833,Bushido Lodge
664,Khorinsk,RU,47.26,overcast clouds,52.1657,109.7726,Uda
665,Hirara,JP,80.82,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
666,Karratha,AU,62.98,broken clouds,-20.7377,116.8463,ibis Styles Karratha
667,Puerto Colombia,CO,87.89,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
668,Saraipali,IN,92.1,overcast clouds,21.3333,83.0,UTTAR KUMAR SIDAR
669,Toul,FR,62.19,clear sky,48.6667,5.9167,Abc Hotel
670,Ostersund,SE,51.62,scattered clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
671,Komsomolskiy,UZ,68.72,clear sky,40.4272,71.7189,Ikathouse
672,Boueni,YT,78.78,clear sky,-12.9025,45.0761,The feet in water
673,Sisimiut,GL,41.47,scattered clouds,66.9395,-53.6735,Hotel Sisimiut
674,Sambava,MG,73.51,light rain,-14.2667,50.1667,Melrose
675,Riyadh,SA,86.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
677,Haines Junction,CA,71.62,clear sky,60.7522,-137.5108,Parkside Inn
678,Bridgetown,BB,82.89,few clouds,13.1,-59.6167,Hilton Barbados Resort
679,Keti Bandar,PK,81.36,clear sky,24.1447,67.4497,Haji laloo memon house
680,Kuybyshevo,RU,66.87,clear sky,47.8123,38.9073,Мини-отель Искра
681,Fereydun Kenar,IR,71.62,clear sky,36.6864,52.5225,Khezer Shahr Tourist Hotel
682,Semey,KZ,54.79,overcast clouds,50.4111,80.2275,Grand Hotel Semey
683,Yuksekova,TR,53.35,few clouds,37.5736,44.2872,Hotel Grand Yılmaz
684,Jacqueville,CI,80.91,broken clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
685,Williamsburg,US,96.85,clear sky,37.2707,-76.7075,Comfort Suites Williamsburg Historic Area
686,Ushirombo,TZ,68.72,broken clouds,-3.4919,31.9639,Kigali Hotel
687,Honolulu,US,84.02,scattered clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
688,Mumford,GH,79.99,broken clouds,5.2618,-0.759,Spanish Villa
689,Novouzensk,RU,64.08,scattered clouds,50.4592,48.1431,Gostinichnyy Domik
692,Kudahuvadhoo,MV,83.66,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
693,Panzhihua,CN,72.77,overcast clouds,26.5851,101.7128,Electric Power Hotel
