City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Lasa,IT,46.6166,10.7002,81.7,50,90,6.91,overcast clouds
348,Barcelona,ES,41.3888,2.159,89.83,67,0,14.97,clear sky
349,Ambon,ID,-3.6954,128.1814,81.63,74,100,3.67,overcast clouds
350,Krasavino,RU,60.9614,46.4814,64.63,65,100,4.99,overcast clouds
351,Henties Bay,NA,-22.116,14.2845,84.16,23,86,16.15,overcast clouds
352,Doha,QA,25.2867,51.5333,98.58,28,0,8.05,clear sky
353,Esna,EG,25.2934,32.554,106.57,7,87,14.74,overcast clouds
354,Hovd,MN,48.0056,91.6419,67.57,20,100,18.32,overcast clouds
355,Kostek,RU,43.3439,46.8541,86.76,26,83,10.51,broken clouds
356,Valle De Allende,MX,26.9333,-105.4,73.45,34,10,4.52,clear sky
357,Newcastle,AU,-32.9272,151.7765,52.65,79,0,8.05,clear sky
358,Fayaoue,NC,-20.65,166.5333,75.78,75,1,13.09,clear sky
359,Naryan-Mar,RU,67.6713,53.087,65.21,24,0,13.2,clear sky
360,Husavik,IS,66.0449,-17.3389,51.8,41,100,4.18,overcast clouds
361,Tall Kayf,TR,37.0833,41.0667,98.94,9,0,14.38,clear sky
362,Carutapera,BR,-1.195,-46.02,80.4,89,99,5.5,overcast clouds
363,La Roda,ES,39.2167,-2.15,81.41,21,68,7.65,broken clouds
364,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,100,9.22,drizzle
365,Oranjemund,NA,-28.55,16.4333,81.57,21,0,10.38,clear sky
366,Brae,GB,60.3964,-1.353,53.42,75,98,0.58,overcast clouds
367,Bunol,ES,39.4167,-0.7833,89.89,14,98,9.51,overcast clouds
368,Menongue,AO,-14.6585,17.691,74.89,23,11,12.44,few clouds
369,La Peca,PE,-5.6111,-78.435,67.98,87,100,0.69,overcast clouds
370,Kyren,RU,51.6828,102.1408,56.43,74,100,3.69,overcast clouds
371,Uniao,BR,-4.5858,-42.8642,80.51,79,35,6.49,scattered clouds
372,Trairi,BR,-3.2778,-39.2689,79.25,87,17,7.27,few clouds
373,Dinghai,CN,26.2847,119.7936,73.9,95,100,20.13,light rain
374,Canete,CL,-37.8,-73.4,53.13,96,100,6.49,overcast clouds
375,Shahrud,IR,36.4182,54.9763,87.44,12,4,13.73,clear sky
376,Parkes,AU,-33.1333,148.1833,52.36,81,98,5.01,overcast clouds
377,Cayenne,GF,4.9333,-52.3333,84.24,1,75,3.44,broken clouds
378,Young,UY,-32.6833,-57.6333,54.54,82,98,1.05,overcast clouds
379,Palana,RU,59.1167,159.9667,39.36,86,99,4.5,overcast clouds
380,Roma,US,43.2128,-75.4557,61.88,63,0,1.01,clear sky
381,Xuddur,SO,4.1213,43.8894,84.94,45,99,22.37,overcast clouds
382,Sucre,BO,-19.0333,-65.2627,55.42,72,59,2.08,broken clouds
383,Hanyang,CN,32.1371,105.5126,70.59,79,90,5.82,overcast clouds
384,Tanout,NE,14.9709,8.8879,102.97,11,23,7.74,few clouds
385,Disna,BY,55.568,28.1971,67.37,49,17,9.82,few clouds
386,Washim,IN,20.1,77.15,98.89,21,88,0.87,overcast clouds
387,Ribeira Grande,PT,38.5167,-28.7,66.6,88,75,10.36,broken clouds
388,Seminole,US,28.7086,-81.2081,80.08,88,0,5.75,clear sky
389,Goba,ET,7.0167,39.9833,55.67,87,100,2.24,light rain
390,Alice Springs,AU,-23.7,133.8833,51.35,87,0,0.0,clear sky
391,Mitsamiouli,KM,-11.3847,43.2844,79.84,74,56,18.01,light rain
392,Constitucion,CL,-35.3333,-72.4167,54.7,87,100,14.32,overcast clouds
393,Ostrovnoy,RU,68.0531,39.5131,60.03,62,10,8.34,clear sky
394,Chandbali,IN,20.7833,86.7667,82.15,65,97,17.45,overcast clouds
395,Mwene-Ditu,CD,-7.0,23.45,85.53,28,6,5.97,clear sky
396,Iqaluit,CA,63.7506,-68.5145,40.69,75,14,1.99,few clouds
397,Cedar City,US,37.6775,-113.0619,62.4,36,0,8.05,clear sky
398,Paris,FR,48.8534,2.3488,74.05,75,100,17.27,overcast clouds
399,Tongchuan,CN,35.0806,109.0897,78.31,21,97,4.18,overcast clouds
400,Marang,MY,5.2056,103.2059,80.8,79,99,3.89,overcast clouds
401,Prince Rupert,CA,54.3161,-130.3201,52.54,87,100,3.33,overcast clouds
402,Rio Grande,BR,-32.035,-52.0986,60.91,86,84,8.46,broken clouds
403,Pacific Grove,US,36.6177,-121.9166,60.48,91,92,8.01,overcast clouds
404,Hutchinson,US,38.0608,-97.9298,62.55,97,0,6.91,clear sky
405,Ende,ID,-8.8432,121.6623,77.95,87,85,1.77,overcast clouds
406,Shimoda,JP,34.6667,138.95,66.11,85,100,5.97,overcast clouds
407,Fruitvale,US,39.0817,-108.4968,68.94,29,0,6.91,clear sky
408,Opuwo,NA,-18.0607,13.84,76.08,20,99,24.2,overcast clouds
409,Riberalta,BO,-10.9833,-66.1,71.8,94,75,0.0,broken clouds
410,Nanakuli,US,21.3906,-158.1547,75.15,64,0,4.61,clear sky
411,Mana,GF,5.6592,-53.7767,77.18,88,100,5.68,overcast clouds
412,Beeville,US,28.4008,-97.7483,77.63,83,40,9.22,scattered clouds
413,Seoul,KR,37.5683,126.9778,69.24,75,100,3.69,overcast clouds
414,Kulu,TR,39.0951,33.0799,82.26,30,81,8.66,broken clouds
415,West Bay,KY,19.3667,-81.4167,82.08,83,100,1.99,overcast clouds
416,Baherden,TM,38.4362,57.4316,95.58,6,0,9.01,clear sky
417,Tarbes,FR,43.25,0.1667,70.27,68,75,4.61,broken clouds
418,Quatre Cocos,MU,-20.2078,57.7625,76.08,65,0,15.26,clear sky
419,Palu,ID,-0.8917,119.8707,76.05,96,75,1.25,broken clouds
420,Port Lincoln,AU,-34.7333,135.8667,55.18,57,100,17.94,overcast clouds
421,Novochernorechenskiy,RU,56.2669,91.0828,53.49,56,100,1.48,overcast clouds
422,Mahajanga,MG,-15.7167,46.3167,80.62,54,75,11.5,broken clouds
423,Ixtapa,MX,20.7,-105.2,76.23,83,100,2.3,overcast clouds
424,Gimli,CA,50.6336,-96.9907,43.99,86,47,10.38,scattered clouds
425,Flagstaff,US,35.1981,-111.6513,57.11,41,53,4.14,broken clouds
426,Beringovskiy,RU,63.05,179.3167,42.33,78,58,5.64,broken clouds
427,Abha,SA,18.2164,42.5053,84.45,7,40,8.05,scattered clouds
428,Yulara,AU,-25.2406,130.9889,53.67,46,93,9.04,overcast clouds
429,Alvdal,NO,62.1077,10.6307,51.28,62,100,6.87,overcast clouds
430,Sant Feliu De Guixols,ES,41.7833,3.0333,83.91,50,0,11.07,clear sky
431,Xihe,CN,31.6864,113.4659,74.88,73,3,4.97,clear sky
432,Saldanha,ZA,-33.0117,17.9442,70.9,37,7,3.74,clear sky
433,Nuevitas,CU,21.5453,-77.2644,82.87,74,100,12.21,overcast clouds
434,Kerema,PG,-7.9631,145.7785,78.24,86,84,4.7,broken clouds
435,Cerrito,CO,6.8432,-72.694,56.82,82,81,2.01,broken clouds
436,Marrakesh,MA,31.6315,-8.0083,84.27,42,0,5.75,clear sky
437,Udomlya,RU,57.8794,34.9925,61.61,66,29,10.13,light rain
438,Jaque,PA,7.5175,-78.1703,79.68,83,96,4.83,light rain
439,Bereda,ES,43.2686,-7.5406,76.41,39,100,5.48,overcast clouds
440,Nizhniy Kuranakh,RU,58.8353,125.4869,64.0,59,94,2.95,overcast clouds
441,Burnie,AU,-41.0667,145.9167,49.41,81,30,15.28,scattered clouds
442,Simbahan,PH,6.3032,120.5836,82.15,76,100,8.25,overcast clouds
443,Valleyview,CA,55.0667,-117.2859,55.36,68,100,12.97,overcast clouds
444,Lloydminster,CA,53.2835,-110.0016,48.33,74,100,12.24,overcast clouds
445,Catalina Foothills,US,32.2979,-110.9187,74.71,32,34,1.99,scattered clouds
446,Katsuura,JP,35.1333,140.3,68.88,79,100,11.63,overcast clouds
447,Haverfordwest,GB,51.8017,-4.9691,56.05,88,100,1.01,overcast clouds
448,Marathon,US,44.9,-89.7668,55.18,90,75,4.61,broken clouds
449,Papetoai,PF,-17.4961,-149.8729,76.55,80,99,13.98,moderate rain
450,Eureka,US,40.8021,-124.1637,61.2,96,100,7.07,light rain
451,Jalalpur,PK,32.6374,74.2183,107.47,12,0,6.91,haze
452,Isla Vista,US,34.4133,-119.861,63.01,71,0,5.75,clear sky
453,Mae Sot,TH,16.7167,98.5667,74.79,94,92,3.98,overcast clouds
454,Camana,PE,-16.6228,-72.7111,64.13,83,83,5.55,broken clouds
455,Naze,JP,28.3667,129.4833,76.14,85,100,14.43,overcast clouds
456,Manaira,BR,-7.7061,-38.1544,70.12,80,100,8.01,overcast clouds
457,Alyangula,AU,-13.8483,136.4192,77.09,81,100,6.58,overcast clouds
458,Pucallpa,PE,-8.3791,-74.5539,75.24,100,75,2.3,broken clouds
459,Zlobin,HR,45.2924,14.6541,76.68,57,0,5.75,clear sky
460,Kidal,ML,18.4411,1.4078,107.55,4,2,10.47,clear sky
461,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.86,90,100,0.78,overcast clouds
462,Sola,VU,-13.8833,167.55,80.49,79,49,20.33,scattered clouds
463,Chimoio,MZ,-19.1164,33.4833,70.7,42,8,11.12,clear sky
464,Arlit,NE,18.7369,7.3853,106.72,5,0,1.25,clear sky
465,Bet Yizhaq,IL,32.3275,34.8888,86.11,52,0,12.88,clear sky
466,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,24.16,scattered clouds
467,Bafoussam,CM,5.4737,10.4179,68.04,83,98,4.79,light rain
468,Beloha,MG,-25.1667,45.05,72.25,63,100,4.59,overcast clouds
469,Kaitangata,NZ,-46.2817,169.8464,44.56,88,98,5.82,overcast clouds
470,Vila Velha,BR,-20.3297,-40.2925,73.35,72,40,13.0,scattered clouds
471,Codrington,AU,-38.2667,141.9667,43.52,94,100,11.3,overcast clouds
472,Jumla,NP,29.2747,82.1838,67.78,39,36,4.92,scattered clouds
473,Jalu,LY,29.0331,21.5482,96.8,16,0,19.69,clear sky
474,Chernyshevskiy,RU,63.0128,112.4714,59.88,62,100,6.58,overcast clouds
475,Isangel,VU,-19.55,169.2667,74.52,79,21,8.66,few clouds
476,Chone,EC,-0.6833,-80.1,72.36,89,100,1.99,overcast clouds
477,Whitehorse,CA,60.7161,-135.0538,50.31,93,100,5.01,overcast clouds
478,Rochegda,RU,62.8,43.25,64.92,58,100,4.05,overcast clouds
479,Wum,CM,6.3833,10.0667,72.09,86,96,3.78,moderate rain
480,San Andres,CO,12.5847,-81.7006,84.22,79,40,5.75,scattered clouds
481,Honiara,SB,-9.4333,159.95,77.27,88,69,8.5,broken clouds
482,Sydney,AU,-33.8679,151.2073,53.22,71,0,12.66,clear sky
483,Sibolga,ID,1.7427,98.7792,77.97,86,100,3.04,overcast clouds
484,La Plata,AR,-34.9215,-57.9545,52.03,88,100,3.13,overcast clouds
485,San Vicente,AR,-26.6167,-54.1333,62.49,79,100,4.18,overcast clouds
486,Tiverton,GB,50.9,-3.4833,59.4,90,75,5.75,haze
487,Wanaka,NZ,-44.7,169.15,46.11,90,100,2.86,overcast clouds
488,Cururupu,BR,-1.8283,-44.8683,82.47,78,99,4.5,overcast clouds
489,Duldurga,RU,50.6761,113.5931,53.98,64,100,2.89,overcast clouds
490,Caravelas,BR,-17.7125,-39.2481,74.62,55,100,12.33,overcast clouds
491,Ardabil,IR,38.2498,48.2933,77.2,39,100,10.8,overcast clouds
492,Tabory,RU,58.5198,64.5495,62.76,30,10,2.57,clear sky
493,Esterhazy,CA,50.65,-102.0843,42.87,82,26,11.34,scattered clouds
494,Pierre,US,44.3683,-100.351,63.05,83,100,6.91,mist
495,Urumqi,CN,43.801,87.6005,76.15,24,0,8.95,clear sky
496,Sebring,US,27.4956,-81.4409,77.76,91,40,5.75,scattered clouds
497,Gulu,UG,2.7746,32.299,87.3,31,96,1.66,overcast clouds
498,Urucara,BR,-2.5364,-57.76,78.91,85,95,1.86,heavy intensity rain
499,Nizhneudinsk,RU,54.9076,99.0276,52.41,66,74,3.49,broken clouds
500,Gornyy,RU,55.1153,83.9059,48.79,71,100,8.21,overcast clouds
501,Plettenberg Bay,ZA,-34.0527,23.3716,65.64,68,7,12.86,clear sky
502,Danilov,RU,58.1908,40.1717,61.57,67,100,6.26,overcast clouds
503,Santiago Del Estero,AR,-27.7951,-64.2615,57.06,68,100,5.75,overcast clouds
504,Rawah,IQ,34.4816,41.9093,104.02,8,100,12.21,overcast clouds
505,Bilibino,RU,68.0546,166.4372,34.77,65,85,5.73,overcast clouds
506,Emba,KZ,48.8264,58.1442,77.04,40,100,7.54,overcast clouds
507,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,75,100,10.16,overcast clouds
508,Mus,TR,39.0,41.75,84.24,27,0,13.02,clear sky
509,Nivala,FI,63.9167,24.9667,56.68,36,17,11.18,few clouds
510,Voyvozh,RU,62.892,54.9635,67.33,27,98,8.52,overcast clouds
511,Matara,LK,5.9485,80.5353,78.42,88,100,10.04,overcast clouds
512,Kavaratti,IN,10.5669,72.642,83.5,76,100,18.63,overcast clouds
513,Micheweni,TZ,-4.9667,39.8333,74.8,84,100,9.35,light rain
514,Jinchang,CN,38.4953,102.1739,79.0,16,100,5.91,overcast clouds
515,Hanumangarh,IN,29.5833,74.3167,108.82,8,3,7.16,clear sky
516,Thunder Bay,CA,48.4001,-89.3168,48.18,71,20,3.44,few clouds
517,Avera,US,33.194,-82.5271,73.54,55,80,11.39,broken clouds
518,Erdenet,MN,49.0333,104.0833,56.75,43,100,7.56,overcast clouds
519,Ahuimanu,US,21.4447,-157.8378,74.91,81,75,6.91,broken clouds
520,San Policarpo,PH,12.1791,125.5072,79.92,82,43,3.4,scattered clouds
521,Hoquiam,US,46.9809,-123.8893,56.84,96,100,13.8,mist
522,San Rafael,AR,-34.6177,-68.3301,49.1,50,51,3.36,broken clouds
523,Bratsk,RU,56.1325,101.6142,46.89,69,6,4.7,clear sky
524,Norilsk,RU,69.3535,88.2027,36.3,58,35,13.49,scattered clouds
525,Jonuta,MX,18.0833,-92.1333,75.96,86,81,1.19,broken clouds
526,Mormugao,IN,15.4,73.8,85.26,74,20,9.22,few clouds
527,Cherskiy,RU,68.75,161.3,32.88,75,5,13.02,clear sky
528,Lokoja,NG,7.8024,6.743,77.85,73,100,4.83,overcast clouds
529,Dhankuta,NP,26.9833,87.3333,69.84,81,99,3.56,overcast clouds
530,Bogovarovo,RU,58.9785,47.0246,63.64,66,100,4.85,overcast clouds
531,Buraydah,SA,26.326,43.975,109.85,4,0,9.73,clear sky
532,Cesvaine,LV,56.9667,26.3167,68.43,41,88,7.31,overcast clouds
533,Muhos,FI,64.808,25.9931,55.18,37,4,11.45,clear sky
534,Majene,ID,-3.5403,118.9707,78.78,83,61,1.12,broken clouds
535,Tateyama,JP,34.9833,139.8667,72.1,79,100,13.13,overcast clouds
536,Salalah,OM,17.0151,54.0924,87.89,70,0,12.66,clear sky
537,Khandyga,RU,62.6667,135.6,63.39,58,10,3.71,clear sky
538,Saquarema,BR,-22.92,-42.5103,71.74,63,33,6.96,scattered clouds
539,Bulungu,CD,-4.55,18.6,92.48,29,55,6.51,broken clouds
540,Goderich,CA,43.7501,-81.7165,61.92,70,82,10.58,broken clouds
541,Kpandae,GH,8.4689,-0.0113,95.18,38,61,5.21,broken clouds
542,Luganville,VU,-15.5333,167.1667,79.27,80,28,10.36,scattered clouds
543,Haines Junction,CA,60.7522,-137.5108,48.15,76,98,0.0,overcast clouds
544,Mokhsogollokh,RU,61.4681,128.9203,62.49,68,44,3.22,scattered clouds
545,Coruripe,BR,-10.1256,-36.1756,79.41,77,19,11.74,few clouds
546,Saint George,US,37.1041,-113.5841,70.79,34,0,1.99,clear sky
547,Qasigiannguit,GL,68.8193,-51.1922,39.45,61,14,4.92,few clouds
548,Piacabucu,BR,-10.4056,-36.4344,80.8,70,51,9.73,broken clouds
549,Uniara,IN,26.15,75.2167,103.28,10,35,16.73,scattered clouds
550,Fulton,US,33.7668,-84.4499,73.83,71,0,10.36,clear sky
551,Smithers,CA,54.7804,-127.1743,51.3,90,100,3.49,light rain
552,Chalakudi,IN,10.304,76.3361,84.11,84,40,2.3,haze
553,Osmena,PH,10.5208,119.9258,82.51,72,100,2.17,overcast clouds
554,Lagos,NG,6.5833,3.75,86.32,52,42,7.56,scattered clouds
555,Kjollefjord,NO,70.9457,27.3465,48.25,77,85,12.17,overcast clouds
556,Taketa,JP,32.9652,131.3785,63.79,99,100,5.99,moderate rain
557,Korla,CN,41.7597,86.1469,86.16,10,0,9.42,clear sky
558,Lovrenc Na Pohorju,SI,46.5406,15.3931,81.48,70,90,3.4,overcast clouds
559,Aasiaat,GL,68.7098,-52.8699,34.16,67,17,13.53,few clouds
560,Basco,PH,20.4487,121.9702,84.69,82,100,17.81,overcast clouds
561,San Lazaro,BZ,18.0387,-88.6622,76.26,86,100,2.42,overcast clouds
562,Gushikawa,JP,26.3544,127.8686,82.4,94,20,19.57,few clouds
563,Murgab,TM,37.4966,61.9714,96.67,14,0,4.61,clear sky
564,Yashkul,RU,46.1711,45.3435,94.19,14,100,8.41,overcast clouds
565,Adre,TD,13.4667,22.2,99.43,14,16,9.31,few clouds
566,San Cristobal,VE,7.7669,-72.225,68.18,88,96,3.27,overcast clouds
567,Doka,SD,13.5167,35.7667,99.0,20,100,11.5,overcast clouds
568,Port Hardy,CA,50.6996,-127.4199,52.74,96,100,10.07,overcast clouds
569,Pudozh,RU,61.8099,36.5345,63.61,54,12,7.85,few clouds
570,Makakilo City,US,21.3469,-158.0858,73.72,73,0,5.75,clear sky
571,Nouadhibou,MR,20.931,-17.0347,85.98,32,100,21.85,overcast clouds
572,Turangi,NZ,-39.0,175.9333,44.91,95,100,2.66,heavy intensity rain
573,Chany,RU,55.3121,76.7647,47.71,67,100,9.33,overcast clouds
574,Guamuchil,MX,25.4667,-108.1,70.75,81,0,4.12,clear sky
575,Bulaevo,KZ,54.9056,70.4439,59.36,47,53,8.23,broken clouds
576,Tommot,RU,58.9564,126.2925,60.87,71,80,1.95,broken clouds
577,Lewistown,US,40.5992,-77.5714,65.8,74,0,0.0,clear sky
578,Cruzeiro Do Sul,BR,-29.5128,-51.9853,62.51,94,100,1.9,light rain
579,Tessalit,ML,20.1986,1.0114,106.74,5,6,2.28,clear sky
580,Qingdao,CN,36.0986,120.3719,65.8,94,20,13.42,few clouds
581,Barcelos,PT,41.5388,-8.6151,71.92,57,100,8.97,overcast clouds
582,Itapage,BR,-3.6867,-39.5861,77.38,83,19,4.94,few clouds
583,Serebryansk,KZ,49.6925,83.2892,46.87,95,96,15.12,overcast clouds
584,Eyl,SO,7.9803,49.8164,86.72,57,83,21.3,broken clouds
585,Nuuk,GL,64.1835,-51.7216,48.81,53,7,13.8,clear sky
586,Uthal,PK,25.8072,66.6219,90.25,47,9,15.88,clear sky
587,Shenjiamen,CN,29.9576,122.298,70.3,98,100,12.33,overcast clouds
588,Novo Aripuana,BR,-5.1206,-60.3797,79.29,82,95,1.41,overcast clouds
589,Ulaanbaatar,MN,47.9077,106.8832,59.13,31,40,2.24,scattered clouds
590,Port-Gentil,GA,-0.7193,8.7815,82.36,74,40,12.66,scattered clouds
591,Santa Barbara,US,34.7333,-120.0343,55.99,81,0,4.61,clear sky
592,Mehamn,NO,71.0357,27.8492,46.31,78,92,12.84,overcast clouds
593,Anito,PH,12.4497,125.2886,78.33,88,78,3.27,broken clouds
594,Pangody,RU,65.85,74.4859,47.57,29,54,11.27,broken clouds
595,Massaguet,TD,12.4755,15.4365,95.11,30,38,7.85,scattered clouds
596,Helong,CN,42.5397,128.9972,48.99,99,100,3.89,overcast clouds
597,Burgeo,CA,47.6167,-57.6152,49.86,71,4,8.52,clear sky
598,Champerico,GT,14.3,-91.9167,77.54,82,100,4.03,overcast clouds
599,Petrivka,UA,46.9695,30.9591,69.17,63,98,15.41,overcast clouds
600,Bilma,NE,18.6853,12.9164,105.55,7,3,1.12,clear sky
601,Chumikan,RU,54.7183,135.315,41.02,84,30,1.3,scattered clouds
602,Kathmandu,NP,27.7167,85.3167,71.82,88,75,2.3,mist
603,Havelock,US,34.8791,-76.9013,79.99,67,0,12.66,clear sky
604,Grand Forks,US,47.9417,-97.4337,53.33,71,75,10.36,broken clouds
605,Gweru,ZW,-19.45,29.8167,64.6,33,0,14.81,clear sky
606,Brigantine,US,39.4101,-74.3646,69.04,51,0,14.97,clear sky
607,Sungaipenuh,ID,-2.0833,101.3833,66.16,95,100,1.83,overcast clouds
608,Skjervoy,NO,70.0311,20.9714,55.4,62,13,7.18,few clouds
609,Muisne,EC,0.6,-80.0333,75.88,86,100,12.33,overcast clouds
610,Ewa Beach,US,21.3156,-158.0072,75.15,73,0,5.75,clear sky
611,Rayong,TH,12.8333,101.4333,83.08,83,85,3.98,overcast clouds
612,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,72,20,3.53,few clouds
613,Agdam,AZ,39.991,46.9274,91.38,32,6,5.39,clear sky
614,Kolosovka,RU,56.4678,73.611,51.01,63,70,9.71,broken clouds
615,Kailua,US,21.4022,-157.7394,75.18,83,75,6.91,broken clouds
616,Sawakin,SD,19.1059,37.3321,99.07,33,3,10.45,clear sky
617,Damietta,EG,31.4165,31.8133,79.83,59,0,13.82,clear sky
618,Bar Harbor,US,44.3876,-68.2039,62.65,76,20,9.22,few clouds
619,Avdiyivka,UA,48.1399,37.7426,75.99,61,58,9.42,broken clouds
620,Pitsunda,GE,43.1592,40.3378,71.19,85,92,7.7,overcast clouds
621,Narok,KE,-1.0783,35.8601,72.37,42,67,10.58,broken clouds
622,Krasnyy Kholm,RU,58.0607,37.1203,59.36,75,89,7.96,overcast clouds
623,Leh,IN,34.1667,77.5833,59.11,19,16,7.83,few clouds
624,Noumea,NC,-22.2763,166.4572,73.99,99,3,4.63,clear sky
625,Axim,GH,4.8699,-2.2405,83.37,71,100,8.95,light rain
626,Kamaishi,JP,39.2667,141.8833,50.65,91,100,4.63,overcast clouds
627,Zhangye,CN,38.9342,100.4517,79.48,16,100,4.16,overcast clouds
628,Sembe,CG,1.6481,14.5806,84.88,62,31,2.04,light rain
629,Lisakovsk,KZ,52.5369,62.4936,50.11,71,100,9.82,overcast clouds
630,Nishihara,JP,26.1842,127.7558,82.45,94,40,19.57,scattered clouds
631,Shingu,JP,33.7333,135.9833,63.77,93,100,5.91,light rain
632,Irondequoit,US,43.2134,-77.5797,65.88,59,20,5.75,few clouds
633,Punta Gorda,US,26.9298,-82.0454,82.98,81,0,1.01,clear sky
634,Grand-Lahou,CI,5.1367,-5.0242,83.05,71,100,7.85,overcast clouds
635,Waddan,LY,29.1614,16.139,95.38,13,0,8.86,clear sky
636,Rawson,AR,-43.3002,-65.1023,44.74,66,0,9.93,clear sky
637,Gaoual,GN,11.75,-13.2,97.48,40,28,0.83,scattered clouds
638,Laguna,US,38.421,-121.4238,62.56,86,100,6.91,overcast clouds
639,Del Rio,US,29.3627,-100.8968,78.91,69,0,12.66,clear sky
640,Novonikolayevskiy,RU,50.9738,42.3649,73.78,47,100,6.93,overcast clouds
641,Kapuskasing,CA,49.4169,-82.4331,55.49,62,20,4.61,few clouds
642,Dickson,US,36.077,-87.3878,70.72,73,0,4.61,clear sky
643,Lubango,AO,-14.9172,13.4925,71.8,22,15,6.29,few clouds
644,Samarai,PG,-10.6167,150.6667,82.42,80,97,11.95,overcast clouds
645,Quincy,US,42.2529,-71.0023,67.51,51,75,9.22,broken clouds
646,Fengcheng,CN,40.4536,124.0717,61.9,91,100,8.59,overcast clouds
647,Pinega,RU,64.7001,43.3936,64.26,62,100,2.75,overcast clouds
648,Ambilobe,MG,-13.2,49.05,82.18,54,1,9.55,clear sky
649,Hickory,US,35.7332,-81.3412,70.3,71,0,1.99,clear sky
650,Ellensburg,US,46.9965,-120.5479,56.25,95,100,4.61,overcast clouds
651,Boueni,YT,-12.9025,45.0761,84.18,71,50,21.09,scattered clouds
652,Ust-Omchug,RU,61.15,149.6333,54.09,59,5,2.08,clear sky
653,Andujar,ES,38.0392,-4.0508,87.94,19,19,3.22,few clouds
654,Sanandaj,IR,35.3144,46.9923,86.02,13,75,16.11,broken clouds
655,Beira,MZ,-19.8436,34.8389,77.09,69,40,10.36,scattered clouds
656,Roald,NO,62.5833,6.1333,54.91,50,20,6.91,few clouds
657,Ampanihy,MG,-24.7,44.75,70.45,65,100,5.86,overcast clouds
658,Port Augusta,AU,-32.5,137.7667,48.61,68,10,8.66,clear sky
659,Sakata,JP,38.9167,139.855,55.89,82,100,14.47,overcast clouds
660,Khachrod,IN,23.4167,75.2833,100.83,13,12,13.78,few clouds
661,Les Cayes,HT,18.2,-73.75,80.55,83,73,14.07,broken clouds
662,Banda Aceh,ID,5.5577,95.3222,81.54,80,100,9.24,overcast clouds
663,Tabou,CI,4.423,-7.3528,82.81,72,100,6.17,light rain
664,Kabanjahe,ID,3.1001,98.4908,65.07,95,98,0.87,light rain
665,Mweka,CD,-4.85,21.5667,91.26,28,7,4.7,clear sky
666,Venado Tuerto,AR,-33.7456,-61.9688,49.77,64,100,3.29,overcast clouds
667,Monrovia,LR,6.3005,-10.7969,82.15,75,100,5.26,light rain
668,Las Palmas,ES,28.4204,-14.0131,74.19,61,20,21.85,few clouds
669,Hiroshima,JP,34.3963,132.4594,64.44,95,100,8.21,light rain
670,Gamba,GA,-2.65,10.0,79.86,71,21,9.28,few clouds
671,Claremorris,IE,53.7167,-9.0,60.35,67,92,12.75,overcast clouds
672,Tabuk,PH,17.4189,121.4443,76.96,87,100,3.76,overcast clouds
673,Korsakov,RU,46.6328,142.7813,39.04,88,100,8.77,overcast clouds
674,Ilesha,NG,7.1371,5.2583,76.24,73,100,3.13,overcast clouds
675,Batagay,RU,67.6333,134.6333,62.06,59,11,5.48,few clouds
676,Hinesburg,US,44.3292,-73.1107,62.46,59,20,10.36,few clouds
677,Barra Do Garcas,BR,-15.89,-52.2567,82.98,38,0,6.04,clear sky
678,Zhanaozen,KZ,43.3,52.8,91.08,13,100,13.73,overcast clouds
679,Breukelen,NL,52.1742,5.0014,71.19,80,100,3.69,light rain
680,Alta Floresta,BR,-9.8756,-56.0861,78.62,73,0,1.14,clear sky
681,Itumba,TZ,-9.4,33.1833,72.41,45,46,8.57,scattered clouds
682,Istok,XK,42.7808,20.4875,85.96,44,4,3.44,clear sky
683,Alekseyevka,RU,50.6309,38.6903,71.11,55,100,7.85,overcast clouds
684,Bom Jesus,BR,-9.0744,-44.3586,86.54,34,27,9.26,scattered clouds
685,Pajapan,MX,18.25,-94.7,68.16,80,60,0.87,broken clouds
686,Tura,IN,25.5198,90.2201,75.43,96,21,3.02,few clouds
687,Kaitong,CN,44.8135,123.15,54.81,90,97,18.5,overcast clouds
688,Bundaberg,AU,-24.85,152.35,60.22,86,44,8.01,scattered clouds
689,Santa Cruz,BO,-17.8,-63.1667,72.86,78,40,17.27,scattered clouds
690,Nadterechnoye,RU,43.6227,45.3397,92.28,39,96,5.41,overcast clouds
691,Turka,UA,49.1541,23.0297,64.4,70,25,10.47,scattered clouds
692,Saint-Pierre,RE,-21.3393,55.4781,76.68,65,20,9.22,few clouds
693,Gulmarg,IN,34.049,74.3921,66.2,39,72,3.09,broken clouds
694,Kaoma,ZM,-14.7833,24.8,74.68,29,5,11.9,clear sky
695,Gien,FR,47.6933,2.6309,71.44,47,39,17.65,scattered clouds
696,Erzincan,TR,39.75,39.5,87.1,16,0,6.91,clear sky
697,Evensk,RU,61.95,159.2333,41.63,94,100,1.95,overcast clouds
698,Svetlogorsk,BY,52.6333,29.7333,69.51,54,100,3.85,overcast clouds
